央视频道,#genre#
江西卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020728a439baf65ce94f8cf3e30.m3u8?bitrate=2300&pt=5
深圳卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020289041678b7585eb32637331.m3u8?bitrate=2300&pt=5
东南卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020c18c4f03a2107aa78ced8fff.m3u8?bitrate=2300&pt=5
宁夏卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000205dfa4e06bf7243e30e5182c8.m3u8?bitrate=2300&pt=5
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
海南卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020741c4046820cd89d5ecbd401.m3u8?bitrate=2300&pt=5
西藏卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020816449349b10593cfdde8311.m3u8?bitrate=2300&pt=5
内蒙古卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020eeba44449d4f4913a2897e4e.m3u8?bitrate=2300&pt=5
甘肃卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000206da44fde810a98a3d7848f82.m3u8?bitrate=2300&pt=5
新疆卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000201e484cbeb064a31201e3dd05.m3u8?bitrate=2300&pt=5
青海卫视,http://cyz32.livehbindex.hbcatv.cn/live/50000020abdd46bb8007f3d793b418f2.m3u8?bitrate=2300&pt=5
兵团卫视,http://cyz32.livehbindex.hbcatv.cn/live/500000200a7e4caf973012bf85f33406.m3u8?bitrate=2300&pt=5
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CGTN,https://live.cgtn.com/1000/prog_index.m3u8
CGTN纪录,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
辽宁卫视,https://live3.rxip.sc96655.com/live/lnwsHDH264_4000.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东教育卫视,https://live3.rxip.sc96655.com/live/sdjy_4000.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888
斗鱼,#genre#
斗鱼电影4K,http://43.138.170.29:35455/douyu/9249162
斗鱼电影HD1,http://43.138.170.29:35455/douyu/4246519
斗鱼电影HD2,http://43.138.170.29:35455/douyu/10240553
斗鱼电影HD3,http://43.138.170.29:35455/douyu/122402
斗鱼电影HD4,http://43.138.170.29:35455/douyu/85894
斗鱼电影HD5,http://43.138.170.29:35455/douyu/263824
斗鱼电影HD6,http://43.138.170.29:35455/douyu/747764
斗鱼电影HD7,http://43.138.170.29:35455/douyu/20415
斗鱼电影HD8,http://43.138.170.29:35455/douyu/8663752
斗鱼电影HD9,http://43.138.170.29:35455/douyu/323876
斗鱼电影HD10,http://43.138.170.29:35455/douyu/6140589
斗鱼电影HD11,http://43.138.170.29:35455/douyu/8770422
斗鱼电影HD12,http://43.138.170.29:35455/douyu/2436390
斗鱼电影HD13,http://43.138.170.29:35455/douyu/218859
斗鱼电影HD14,http://43.138.170.29:35455/douyu/36337
斗鱼电影HD15,http://43.138.170.29:35455/douyu/413573
斗鱼电影HD16,http://43.138.170.29:35455/douyu/1504768
斗鱼电影HD17,http://43.138.170.29:35455/douyu/3637726
斗鱼电影HD18,http://43.138.170.29:35455/douyu/9292492
斗鱼电影HD19,http://43.138.170.29:35455/douyu/3637765rrt97
斗鱼电影HD20,http://43.138.170.29:35455/douyu/10395991
斗鱼电影HD21,http://43.138.170.29:35455/douyu/10395986
斗鱼电影HD22,http://43.138.170.29:35455/douyu/252802
斗鱼电影HD24,http://43.138.170.29:35455/douyu/315131
斗鱼电影HD25,http://43.138.170.29:35455/douyu/8945323
斗鱼电影HD26,http://43.138.170.29:35455/douyu/2516864
斗鱼电影HD27,http://43.138.170.29:35455/douyu/248753
斗鱼电影HD28,http://43.138.170.29:35455/douyu/4332
斗鱼电影HD29,http://43.138.170.29:35455/douyu/9651304
斗鱼电影HD30,http://43.138.170.29:35455/douyu/9650887
斗鱼电影HD31,http://43.138.170.29:35455/douyu/8814650
斗鱼电影HD32,http://43.138.170.29:35455/douyu/10240510
斗鱼电影HD34,http://43.138.170.29:35455/douyu/8985415
斗鱼电影HD35,http://43.138.170.29:35455/douyu/1165374
斗鱼电影HD36,http://43.138.170.29:35455/douyu/1735337
斗鱼电影HD37,http://43.138.170.29:35455/douyu/6537888
斗鱼电影HD38,http://43.138.170.29:35455/douyu/6003761
斗鱼电影HD39,http://43.138.170.29:35455/douyu/9683979
斗鱼电影HD40,http://43.138.170.29:35455/douyu/1226741
斗鱼电影HD41,http://43.138.170.29:35455/douyu/59612
斗鱼电影HD42,http://43.138.170.29:35455/douyu/925724
斗鱼电影1,http://43.138.170.29:35455/douyu/5423
斗鱼电影2,http://43.138.170.29:35455/douyu/2935323
斗鱼电影3,http://43.138.170.29:35455/douyu/6027991
斗鱼电影4,http://43.138.170.29:35455/douyu/4105989
斗鱼电影5,http://43.138.170.29:35455/douyu/6369954
斗鱼电影6,http://43.138.170.29:35455/douyu/2793084
斗鱼电影7,http://43.138.170.29:35455/douyu/7494871
斗鱼电影8,http://43.138.170.29:35455/douyu/8986148
斗鱼电影9,http://43.138.170.29:35455/douyu/74374
斗鱼电影10,http://43.138.170.29:35455/douyu/4870914
斗鱼电影11,http://43.138.170.29:35455/douyu/7305938
斗鱼电影12,http://43.138.170.29:35455/douyu/310926
斗鱼电影13,http://43.138.170.29:35455/douyu/9292499
斗鱼电影14,http://43.138.170.29:35455/douyu/3637778
斗鱼电影15,http://43.138.170.29:35455/douyu/8603174
斗鱼电影16,http://43.138.170.29:35455/douyu/96577
斗鱼电影17,http://43.138.170.29:35455/douyu/4282654
斗鱼电影18,http://43.138.170.29:35455/douyu/338759
斗鱼电影19,http://43.138.170.29:35455/douyu/10011042
斗鱼电影20,http://43.138.170.29:35455/douyu/9275635
斗鱼电影21,http://43.138.170.29:35455/douyu/5581257
斗鱼电影22,http://43.138.170.29:35455/douyu/2466104
斗鱼电影23,http://43.138.170.29:35455/douyu/5129261
斗鱼电影24,http://43.138.170.29:35455/douyu/9652323
斗鱼电影25,http://43.138.170.29:35455/douyu/9826611
斗鱼电影26,http://43.138.170.29:35455/douyu/4505431
斗鱼电影27,http://43.138.170.29:35455/douyu/7221304
斗鱼电影28,http://43.138.170.29:35455/douyu/3990812
斗鱼电影29,http://43.138.170.29:35455/douyu/315457
斗鱼电影30,http://43.138.170.29:35455/douyu/805235
斗鱼电影31,http://43.138.170.29:35455/douyu/6655271
斗鱼电影32,http://43.138.170.29:35455/douyu/7353112
斗鱼电影33,http://43.138.170.29:35455/douyu/434971
斗鱼电影34,http://43.138.170.29:35455/douyu/10329300
斗鱼电影35,http://43.138.170.29:35455/douyu/10298846
斗鱼电影36,http://43.138.170.29:35455/douyu/3789245
斗鱼电影37,http://43.138.170.29:35455/douyu/6763930
斗鱼电影38,http://43.138.170.29:35455/douyu/7136517
斗鱼电影39,http://43.138.170.29:35455/douyu/8107217
斗鱼电视剧HD1,http://43.138.170.29:35455/douyu/2838296
斗鱼电视剧HD2,http://43.138.170.29:35455/douyu/7701735
斗鱼电视剧HD3,http://43.138.170.29:35455/douyu/7517784
斗鱼电视剧HD4,http://43.138.170.29:35455/douyu/7489563
斗鱼电视剧HD5,http://43.138.170.29:35455/douyu/6566658
斗鱼电视剧HD6,http://43.138.170.29:35455/douyu/431460
斗鱼电视剧HD7,http://43.138.170.29:35455/douyu/8600645
斗鱼电视剧HD8,http://43.138.170.29:35455/douyu/7575350
斗鱼电视剧HD10,http://43.138.170.29:35455/douyu/7644931
斗鱼电视剧HD11,http://43.138.170.29:35455/douyu/9650860
斗鱼电视剧HD12,http://43.138.170.29:35455/douyu/9435180
斗鱼电视剧HD13,http://43.138.170.29:35455/douyu/3756989
斗鱼电视剧HD14,http://43.138.170.29:35455/douyu/6706214
斗鱼电视剧HD15,http://43.138.170.29:35455/douyu/6478650
斗鱼电视剧1,http://43.138.170.29:35455/douyu/299854
斗鱼电视剧2,http://43.138.170.29:35455/douyu/6899895
斗鱼电视剧3,http://43.138.170.29:35455/douyu/276200
斗鱼电视剧4,http://43.138.170.29:35455/douyu/4290711
斗鱼电视剧5,http://43.138.170.29:35455/douyu/6648727
斗鱼电视剧6,http://43.138.170.29:35455/douyu/7314294
斗鱼电视剧7,http://43.138.170.29:35455/douyu/9638983
斗鱼电视剧8,http://43.138.170.29:35455/douyu/5261342
斗鱼电视剧9,http://43.138.170.29:35455/douyu/5522351
斗鱼电视剧10,http://43.138.170.29:35455/douyu/9639508
斗鱼电视剧11,http://43.138.170.29:35455/douyu/2083382
斗鱼电视剧12,http://43.138.170.29:35455/douyu/4373285
斗鱼电视剧13,http://43.138.170.29:35455/douyu/3439096
斗鱼电视剧14,http://43.138.170.29:35455/douyu/4549169
斗鱼电视剧15,http://43.138.170.29:35455/douyu/7254536
斗鱼电视剧16,http://43.138.170.29:35455/douyu/3928r9
斗鱼电视剧17,http://43.138.170.29:35455/douyu/7270927
斗鱼电视剧18,http://43.138.170.29:35455/douyu/7116591
斗鱼电视剧19,http://43.138.170.29:35455/douyu/7459925
斗鱼电视剧20,http://43.138.170.29:35455/douyu/674441
斗鱼电视剧21,http://43.138.170.29:35455/douyu/9518204
斗鱼电视剧22,http://43.138.170.29:35455/douyu/10297898
斗鱼电视剧23,http://43.138.170.29:35455/douyu/8901218
斗鱼电视剧24,http://43.138.170.29:35455/douyu/7292330
斗鱼电视剧25,http://43.138.170.29:35455/douyu/7623292
斗鱼电视剧26,http://43.138.170.29:35455/douyu/7356023
斗鱼电视剧27,http://43.138.170.29:35455/douyu/10068957
斗鱼电视剧28,http://43.138.170.29:35455/douyu/308752
斗鱼电视剧29,http://43.138.170.29:35455/douyu/3758762
斗鱼动漫HD1,http://43.138.170.29:35455/douyu/6449849
斗鱼动漫HD2,http://43.138.170.29:35455/douyu/206858
斗鱼动漫HD3,http://43.138.170.29:35455/douyu/10394922
斗鱼动漫1,http://43.138.170.29:35455/douyu/6610883
斗鱼动漫2,http://43.138.170.29:35455/douyu/1783144
斗鱼动漫3,http://43.138.170.29:35455/douyu/7190773
斗鱼动漫4,http://43.138.170.29:35455/douyu/1174353
斗鱼动漫5,http://43.138.170.29:35455/douyu/7528160
斗鱼动漫6,http://43.138.170.29:35455/douyu/7888428
斗鱼搞笑HD1,http://43.138.170.29:35455/douyu/9220456
斗鱼搞笑HD2,http://43.138.170.29:35455/douyu/9770949
斗鱼搞笑HD3,http://43.138.170.29:35455/douyu/9067836
斗鱼搞笑HD4,http://43.138.170.29:35455/douyu/9817729
斗鱼搞笑HD5,http://43.138.170.29:35455/douyu/8737695
斗鱼搞笑1,http://43.138.170.29:35455/douyu/10378551
斗鱼搞笑2,http://43.138.170.29:35455/douyu/9804180
斗鱼搞笑3,http://43.138.170.29:35455/douyu/2132902
斗鱼影评HD2,http://43.138.170.29:35455/douyu/10240495
斗鱼影评HD3,http://43.138.170.29:35455/douyu/9419771
斗鱼影评HD4,http://43.138.170.29:35455/douyu/4258555
斗鱼影评HD5,http://43.138.170.29:35455/douyu/8317926
斗鱼影评HD6,http://43.138.170.29:35455/douyu/10317257
斗鱼影评HD7,http://43.138.170.29:35455/douyu/8986636
斗鱼影评HD8,http://43.138.170.29:35455/douyu/9837291
斗鱼影评HD9,http://43.138.170.29:35455/douyu/297689
斗鱼影评HD10,http://43.138.170.29:35455/douyu/8651489
斗鱼影评HD11,http://43.138.170.29:35455/douyu/8656759
斗鱼影评1,http://43.138.170.29:35455/douyu/9562616
斗鱼影评2,http://43.138.170.29:35455/douyu/9527700
斗鱼影评3,http://43.138.170.29:35455/douyu/2758565
斗鱼影评4,http://43.138.170.29:35455/douyu/9573592
斗鱼美食HD1,http://43.138.170.29:35455/douyu/2901080
斗鱼美食HD2,http://43.138.170.29:35455/douyu/8144937
斗鱼科普HD1,http://43.138.170.29:35455/douyu/9317739
斗鱼科普HD2,http://43.138.170.29:35455/douyu/9447974
斗鱼科普HD3,http://43.138.170.29:35455/douyu/9369468
斗鱼科普HD4,http://43.138.170.29:35455/douyu/9385288
斗鱼科普HD5,http://43.138.170.29:35455/douyu/8434598
斗鱼科普HD6,http://43.138.170.29:35455/douyu/7357786
斗鱼科普1,http://43.138.170.29:35455/douyu/2022306
斗鱼科普2,http://43.138.170.29:35455/douyu/2172818
斗鱼科普3,http://43.138.170.29:35455/douyu/3570168
斗鱼科普4,http://43.138.170.29:35455/douyu/838632
斗鱼科普5,http://43.138.170.29:35455/douyu/9412981
斗鱼科普6,http://43.138.170.29:35455/douyu/8667001
斗鱼历史1,http://43.138.170.29:35455/douyu/9738854
斗鱼历史2,http://43.138.170.29:35455/douyu/10102281
斗鱼历史3,http://43.138.170.29:35455/douyu/1330448
斗鱼历史4,http://43.138.170.29:35455/douyu/227670
斗鱼历史5,http://43.138.170.29:35455/douyu/2320076
斗鱼历史6,http://43.138.170.29:35455/douyu/4275776
斗鱼军事1,http://43.138.170.29:35455/douyu/1877962
斗鱼军事2,http://43.138.170.29:35455/douyu/9530915
斗鱼体育1,http://43.138.170.29:35455/douyu/10302182
斗鱼体育2,http://43.138.170.29:35455/douyu/9170147
斗鱼体育3,http://43.138.170.29:35455/douyu/9471214
斗鱼说法1,http://43.138.170.29:35455/douyu/10379308
斗鱼说法2,http://43.138.170.29:35455/douyu/709710
斗鱼说法3,http://43.138.170.29:35455/douyu/8805
斗鱼游戏4K1,http://43.138.170.29:35455/douyu/4147
斗鱼游戏4K2,http://43.138.170.29:35455/douyu/5832903
斗鱼游戏HD1,http://43.138.170.29:35455/douyu/5720533
斗鱼游戏HD2,http://43.138.170.29:35455/douyu/101367
斗鱼游戏HD3,http://43.138.170.29:35455/douyu/641986
斗鱼游戏HD5,http://43.138.170.29:35455/douyu/3168536
斗鱼游戏HD6,http://43.138.170.29:35455/douyu/5524515
斗鱼游戏HD7,http://43.138.170.29:35455/douyu/10235695
斗鱼游戏HD8,http://43.138.170.29:35455/douyu/4346416
斗鱼游戏HD9,http://43.138.170.29:35455/douyu/1080583
斗鱼游戏HD10,http://43.138.170.29:35455/douyu/9829796
斗鱼游戏HD11,http://43.138.170.29:35455/douyu/1863767
斗鱼游戏HD12,http://43.138.170.29:35455/douyu/288016
斗鱼游戏HD14,http://43.138.170.29:35455/douyu/2947432
斗鱼游戏HD15,http://43.138.170.29:35455/douyu/9545122
斗鱼游戏HD16,http://43.138.170.29:35455/douyu/9412634
斗鱼游戏HD17,http://43.138.170.29:35455/douyu/10208727
斗鱼游戏HD18,http://43.138.170.29:35455/douyu/582442
斗鱼游戏HD19,http://43.138.170.29:35455/douyu/10389796
斗鱼游戏HD20,http://43.138.170.29:35455/douyu/10072325
斗鱼游戏HD21,http://43.138.170.29:35455/douyu/10608093
斗鱼游戏HD22,http://43.138.170.29:35455/douyu/6601808
斗鱼游戏HD23,http://43.138.170.29:35455/douyu/9747078
斗鱼游戏HD24,http://43.138.170.29:
