┌ 云众生邵氏影院 ┐,#genre#
CCTV-16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8

CCTV-01,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV-02,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8
CCTV-03,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV-04,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8
CCTV-05,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8
CCTV5-+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV-06,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV-07,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8
CCTV-08,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8
CCTV-09,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8
CCTV-12,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8
CCTV-13,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8
CCTV-14,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8
CCTV-15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8
CCTV-16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV-17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8
卫视V6,#genre#

湖南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视,http://pi.0472.org/live/lnws.m3u8?token=240413
河北卫视,http://pi.0472.org/live/hbws.m3u8?token=240413
山东卫视,http://pi.0472.org/live/sdws.m3u8?token=240413
安徽卫视,http://pi.0472.org/live/ahws.m3u8?token=240413
河南卫视,http://pi.0472.org/live/hnws.m3u8?token=240413
湖北卫视,http://pi.0472.org/live/hubws.m3u8?token=240413
湖南卫视,http://pi.0472.org/live/hunws.m3u8?token=240413
江西卫视,http://pi.0472.org/live/jxws.m3u8?token=240413
江苏卫视,http://pi.0472.org/live/jsws.m3u8?token=240413
浙江卫视,http://pi.0472.org/live/zjws.m3u8?token=240413
东南卫视,http://pi.0472.org/live/dnws.m3u8?token=240413
广东卫视,http://pi.0472.org/live/gdws.m3u8?token=240413
深圳卫视,http://pi.0472.org/live/szws.m3u8?token=240413
广西卫视,http://pi.0472.org/live/gxws.m3u8?token=240413
贵州卫视,http://pi.0472.org/live/gzws.m3u8?token=240413
四川卫视,http://pi.0472.org/live/scws.m3u8?token=240413
新疆卫视,http://pi.0472.org/live/xjws.m3u8?token=240413
海南卫视,http://pi.0472.org/live/hinws.m3u8?token=240413
📺IPV4频道,#genre#

CCTV1,http://180.164.40.181:2222/udp/239.45.3.88:5140
CCTV2,http://180.164.40.181:2222/udp/239.45.0.1:5140
CCTV3,http://180.164.40.181:2222/udp/239.45.1.68:5140
CCTV4,http://180.164.40.181:2222/udp/239.45.0.2:5140
CCTV5,http://180.164.40.181:2222/udp/239.45.1.69:5140
CCTV5+,http://180.164.40.181:2222/udp/239.45.0.34:5140
CCTV6,http://180.164.40.181:2222/udp/239.45.1.70:5140
CCTV7,http://180.164.40.181:2222/udp/239.45.3.56:5140
CCTV8,http://180.164.40.181:2222/udp/239.45.1.71:5140
CCTV9,http://180.164.40.181:2222/udp/239.45.3.4:5140
CCTV10,http://180.164.40.181:2222/udp/239.45.3.8:5140
CCTV11,http://180.164.40.181:2222/udp/239.45.0.18:5140
CCTV12,http://180.164.40.181:2222/udp/239.45.3.10:5140
CCTV13,http://180.164.40.181:2222/udp/239.45.0.19:5140
CCTV14,http://180.164.40.181:2222/udp/239.45.3.23:5140
CCTV15,http://180.164.40.181:2222/udp/239.45.0.20:5140
CCTV16,http://180.164.40.181:2222/udp/239.45.0.10:5140
CCTV17,http://180.164.40.181:2222/udp/239.45.3.52:5140
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226231/index.m3u8
CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV1,http://www.namewee.xyz/gudou.php?id=CCTV1HD_7000
CCTV1,http://php.jdshipin.com:8880/bst.php?id=cctv1hd8m/8000000
CCTV1,http://60.205.114.16/ysp/cctv1.m3u8?user=APTV66
CCTV1,http://116.20.33.46:4321/udp/239.77.1.17:5146
CCTV1,http://111.74.155.231:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-1-CQ/G_CCTV-1-CQ.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,https://live3.rxip.sc96655.com/live/CCTV-1H265_4000.m3u8
CCTV2,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv2
CCTV2,http://dbiptv.sn.chinamobile.com:80/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV2,http://www.namewee.xyz/gudou.php?id=CCTV2HD_7000
CCTV2,http://php.jdshipin.com:8880/bst.php?id=cctv2hd8m/8000000
CCTV2,http://60.205.114.16/ysp/cctv2.m3u8?user=APTV66
CCTV2,http://111.74.155.231:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-2-CQ/G_CCTV-2-CQ.m3u8
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8
CCTV2,https://live3.rxip.sc96655.com/live/CCTV-2H265_4000.m3u8
CCTV3,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv3
CCTV3,http://dbiptv.sn.chinamobile.com:80/PLTV/88888890/224/3221226397/index.m3u8
CCTV3,https://node1.olelive.com:6443/live/CCTV3HD/hls.m3u8
CCTV3,http://www.namewee.xyz/gudou.php?id=364&id=1603
CCTV3,http://php.jdshipin.com:8880/bst.php?id=cctv38m/8000000
CCTV3,http://60.205.114.16/ysp/cctv3.m3u8?user=APTV66
CCTV3,http://111.74.155.231:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-3-CQ/G_CCTV-3-CQ.m3u8
CCTV3,https://live3.rxip.sc96655.com/live/CCTV-3H265_4000.m3u8
CCTV4,http://www.namewee.xyz/gudou.php?id=CCTV-4HD_7500
CCTV4,http://dbiptv.sn.chinamobile.com:80/PLTV/88888890/224/3221226191/index.m3u8
CCTV4,https://node1.olelive.com:6443/live/CCTV4HD/hls.m3u8
CCTV4,http://php.jdshipin.com:8880/bst.php?id=cctv4hd8m/8000000
CCTV4,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv4
CCTV4,http://60.205.114.16/ysp/cctv4.m3u8?user=APTV66
CCTV4,http://111.74.155.231:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV4,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-4-CQ/G_CCTV-4-CQ.m3u8
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV4,https://live3.rxip.sc96655.com/live/CCTV-4H265_4000.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://222.135.78.62:8154/tsfile/live/0005_1.m3u8
CCTV5,http://www.namewee.xyz/gudou.php?id=1605_4500
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV5,http://php.jdshipin.com:8880/bst.php?id=cctv58m/8000000
CCTV5,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv5
CCTV5,http://60.205.114.16/ysp/cctv5.m3u8?user=APTV66
CCTV5,http://111.74.155.231:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-5-CQ/G_CCTV-5-CQ.m3u8
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV5,https://live3.rxip.sc96655.com/live/CCTV-5H265_4000.m3u8
CCTV5+,http://tljdh.vip:9901/tsfile/live/0016_1.m3u8
CCTV5+,http://www.namewee.xyz/gudou.php?id=1403_4500
CCTV5+,https://node1.olelive.com:6443/live/CCTV5+HD/hls.m3u8
CCTV5+,http://222.135.78.62:8154/tsfile/live/0016_1.m3u8
CCTV5+,http://php.jdshipin.com:8880/bst.php?id=cctv5phd8m/8000000
CCTV5+,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv5p
CCTV5+,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-5PLUS-CQ/G_CCTV-5PLUS-CQ.m3u8
CCTV5+,http://60.205.114.16/ysp/cctv5p.m3u8?user=APTV66
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV5+http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV5+,https://live3.rxip.sc96655.com/live/CCTV-5plusH265_4000.m3u8
CCTV6,http://222.135.78.62:8154/tsfile/live/0006_1.m3u8
CCTV6,http://www.namewee.xyz/gudou.php?id=CCTV6HD_7000
CCTV6,https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV6,http://php.jdshipin.com:8880/bst.php?id=cctv6hd8m/8000000
CCTV6,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv6
CCTV6,http://60.205.114.16/ysp/cctv6.m3u8?user=APTV66
CCTV6,http://111.74.155.231:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV6,http://dbiptv.sn.chinamobile.com:80/PLTV/88888890/224/3221226393/index.m3u8
CCTV6,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-6-CQ/G_CCTV-6-CQ.m3u8
CCTV6,https://live3.rxip.sc96655.com/live/CCTV-6H265_4000.m3u8
CCTV7,http://www.namewee.xyz/gudou.php?id=CCTV7HD_7000
CCTV7,https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8
CCTV7,http://php.jdshipin.com:8880/bst.php?id=cctv7hd8m/8000000
CCTV7,http://111.74.155.231:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV7,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv7
CCTV7,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-7-CQ/G_CCTV-7-CQ.m3u8
CCTV7,https://live3.rxip.sc96655.com/live/CCTV-7H265_4000.m3u8
CCTV7,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV8,http://www.namewee.xyz/gudou.php?id=CCTV8HD_7000
CCTV8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV8,http://60.205.114.16/ysp/cctv8.m3u8?user=APTV66
CCTV8,http://111.74.155.231:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV8,http://php.jdshipin.com:8880/bst.php?id=cctv8hd8m/8000000
CCTV8,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv8
CCTV8,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-8-CQ/G_CCTV-8-CQ.m3u8
CCTV8,https://live3.rxip.sc96655.com/live/CCTV-8H265_4000.m3u8
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV9,http://www.namewee.xyz/gudou.php?id=CCTV9HD_7000
CCTV9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8
CCTV9,http://php.jdshipin.com:8880/bst.php?id=cctv9hd8m/8000000
CCTV9,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv9
CCTV9,http://60.205.114.16/ysp/cctv9.m3u8?user=APTV66
CCTV9,http://111.74.155.231:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV9,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-9-HD-265-5M/G_CCTV-9-HD-265-5M.m3u8
CCTV9,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV9,https://live3.rxip.sc96655.com/live/CCTV-9H265_4000.m3u8
CCTV10,http://www.namewee.xyz/gudou.php?id=CCTV10HD_7000
CCTV10,https://node1.olelive.com:6443/live/CCTV10HD/hls.m3u8
CCTV10,http://php.jdshipin.com:8880/bst.php?id=cctv10hd8m/8000000
CCTV10,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv10
CCTV10,http://60.205.114.16/ysp/cctv10.m3u8?user=APTV66
CCTV10,http://111.74.155.231:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV10,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-10-CQ/G_CCTV-10-CQ.m3u8
CCTV10,https://live3.rxip.sc96655.com/live/CCTV-10H265_4000.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV11,http://www.namewee.xyz/gudou.php?id=CCTV-11HD_7500
CCTV11,https://node1.olelive.com:6443/live/CCTV11HD/hls.m3u8
CCTV11,http://php.jdshipin.com:8880/bst.php?id=cctv11hd8m/8000000
CCTV11,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv11
CCTV11,http://111.74.155.231:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV11,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-11-CQ/G_CCTV-11-CQ.m3u8
CCTV11,https://live3.rxip.sc96655.com/live/CCTV-11H265_4000.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226240/1.m3u8
CCTV12,http://www.namewee.xyz/gudou.php?id=CCTV12HD_7000
CCTV12,https://node1.olelive.com:6443/live/CCTV12HD/hls.m3u8
CCTV12,http://php.jdshipin.com:8880/bst.php?id=cctv12hd8m/8000000
CCTV12,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv12
CCTV12,http://60.205.114.16/ysp/cctv12.m3u8?user=APTV66
CCTV12,http://111.74.155.231:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV12,http://jscbn.tx-cdn.gitv.tv/gitv_escape/G_CCTV-12-HD-265-5M/G_CCTV-12-HD-265-5M.m3u8
CCTV12,https://live3.rxip.sc96655.com/live/CCTV-12H265_4000.m3u8
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
CCTV13,http://dbiptv.sn.chinamobile.com:80/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://www.namewee.xyz/gudou.php?id=1613
CCTV13,https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
CCTV13,http://php.jdshipin.com:8880/bst.php?id=cctv13xwhd8m/8000000
CCTV13,http://hrare.110.120.119.yoonee.net/ysp.php?id=cctv13
CCTV13,http://60.205.114.16/ysp/cctv13.m3u8?user=APTV66
CCTV13,http://111.74.155.231:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV13,http://jscbn.tx-cdn.gitv.tv/git
众生央视|#genre#

CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000132/index.m3u8?IAS
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV7,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000380/index.m3u8?IAS
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://[2409:8087:74F1:0021::0008]/270000001322/69900158041111100000002147/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226571/index.m3u8
CCTV13,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000516/index.m3u8?IAS
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV15,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000501/index.m3u8?IAS
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16 4K,https://tv.cry33.com/ys4k.php?id=16-4k
CCTV17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010011/1.m3u8
CCTV1,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010144/1.m3u8
CCTV2,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010211/1.m3u8
CCTV4,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010017/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/1.m3u8
CCTV5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8
